LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv
1057847008,West Reading Used Furniture,West Reading,PA,482941.4508,WELLS FARGO BANK NATL ASSOC,PA,2617539.739,10-Oct-97,2035.188252,-18.76615509,14.33401646,1.141690497,-2.363585305,0.8533784,23555.5146,2.989759433,0,N,,30-Apr-98,"$162,897.31",$0.00,P I F,"$44,109.28","$169,501.73","$98,407.81"
1057853877,515 MENDOCINO AVENUE,SANTA ROSA,CA,482996.2329,SAFE-BIDCO,CA,2617828.752,07-Feb-06,2035.192749,-18.77857351,14.33473934,1.141680912,-2.363958796,0.853381989,23558.21342,2.990095887,N,N,05-May-10,31-Mar-06,"$162,901.78",$0.00,CHGOFF,"$44,113.19","$169,507.34","$98,409.14"
1057860745,CREATIVE HOME IMPROVEMENTS INC,ROSEVILLE,MN,483051.0151,FIRST MINNETONKA CITY BANK,MN,2618117.766,28-Feb-97,2035.197246,-18.79099193,14.33546223,1.141671327,-2.364332288,0.853385578,23560.91223,2.99043234,N,Y,,30-Apr-97,"$162,906.25",$0.00,P I F,"$44,117.11","$169,512.96","$98,410.47"
1057867613,"Real Time Executives, Inc.",Wrentham (census name Wrentham,MA,483105.7972,BANK OF AMERICA NATL ASSOC,RI,2618406.78,10-Oct-97,2035.201743,-18.80341035,14.33618512,1.141661742,-2.364705779,0.853389167,23563.61105,2.990768794,0,N,,31-Jul-00,"$162,910.72",$0.00,P I F,"$44,121.03","$169,518.57","$98,411.80"
1057874481,Tola Painting,Hartford,CT,483160.5794,BANK OF AMERICA NATL ASSOC,RI,2618695.794,14-Oct-97,2035.20624,-18.81582877,14.33690801,1.141652156,-2.365079271,0.853392756,23566.30987,2.991105248,0,N,,30-Nov-97,"$162,915.19",$0.00,P I F,"$44,124.94","$169,524.18","$98,413.12"
1057881349,Christine Quarembo Speechwriti,Brookline (Town of),MA,483215.3615,BANK OF AMERICA NATL ASSOC,RI,2618984.808,29-Oct-97,2035.210737,-18.82824719,14.33763089,1.141642571,-2.365452762,0.853396345,23569.00868,2.991441702,0,N,,30-Sep-99,"$162,919.66",$0.00,P I F,"$44,128.86","$169,529.79","$98,414.45"
1057888218,NEW ENGLAND WOODWORKING KITCHE,MERIDEN,CT,483270.1437,WEBSTER BANK NATL ASSOC,CT,2619273.822,03-Nov-97,2035.215234,-18.84066561,14.33835378,1.141632986,-2.365826254,0.853399934,23571.7075,2.991778155,0,N,,31-Oct-99,"$162,924.13",$0.00,P I F,"$44,132.78","$169,535.40","$98,415.78"
1057895086,"ANIMAL GENERAL,LLC",AVON,CT,483324.9259,SANTANDER BANK NATL ASSOC,DE,2619562.836,28-Feb-97,2035.219731,-18.85308403,14.33907667,1.141623401,-2.366199745,0.853403522,23574.40632,2.992114609,N,Y,,30-Jun-97,"$162,928.60",$0.00,P I F,"$44,136.69","$169,541.02","$98,417.11"
1057901954,Williams Sanitation,Middletown,CT,483379.708,BANK OF AMERICA NATL ASSOC,RI,2619851.85,17-Nov-97,2035.224228,-18.86550246,14.33979956,1.141613816,-2.366573237,0.853407111,23577.10514,2.992451063,0,N,,31-Oct-98,"$162,933.07",$0.00,P I F,"$44,140.61","$169,546.63","$98,418.44"
1057908822,A & M CABINET CONCEPTS AND MIL,CHANDLER,AZ,483434.4902,WELLS FARGO BANK NATL ASSOC,SD,2620140.864,07-Feb-06,2035.228725,-18.87792088,14.34052244,1.14160423,-2.366946728,0.8534107,23579.80395,2.992787517,0,N,,28-Feb-06,"$162,937.54",$0.00,P I F,"$44,144.53","$169,552.24","$98,419.77"
1057915690,MILL PRINTING & LITHO CORP,WHITE PLAINS  *112,NY,483489.2723,HSBC BK USA NATL ASSOC,NY,2620429.878,19-Jun-80,2035.233222,-18.8903393,14.34124533,1.141594645,-2.36732022,0.853414289,23582.50277,2.99312397,N,N,07-Dec-98,10-Jul-80,"$162,942.01",$0.00,CHGOFF,"$44,148.44","$169,557.85","$98,421.10"
1057922559,ALL SMILES ORTHODONTICS,SEVERNA PARK,MD,483544.0545,MANUFACTURERS & TRADERS TR CO,MD,2620718.892,28-Feb-97,2035.237719,-18.90275772,14.34196822,1.14158506,-2.367693711,0.853417878,23585.20159,2.993460424,N,Y,,31-Jul-97,"$162,946.48",$0.00,P I F,"$44,152.36","$169,563.46","$98,422.42"
1057929427,Statler Associates,Belmont (Town of),MA,483598.8366,BANK OF AMERICA NATL ASSOC,RI,2621007.906,28-Nov-97,2035.242216,-18.91517614,14.34269111,1.141575475,-2.368067203,0.853421467,23587.9004,2.993796878,0,N,,31-Jan-99,"$162,950.95",$0.00,P I F,"$44,156.28","$169,569.08","$98,423.75"
1057936295,BENDER ENTERPRISES INC,CARLSBAD,CA,483653.6188,WELLS FARGO BANK NATL ASSOC,SD,2621296.92,07-Feb-06,2035.246713,-18.92759456,14.34341399,1.14156589,-2.368440694,0.853425056,23590.59922,2.994133332,0,N,,31-Mar-06,"$162,955.42",$0.00,P I F,"$44,160.20","$169,574.69","$98,425.08"
1057943163,"BANNERS, INC.",ROCHESTER,NY,483708.401,MONROE CNTY INDUST DEVEL CORP,NY,2621585.934,28-Feb-97,2035.25121,-18.94001298,14.34413688,1.141556304,-2.368814186,0.853428645,23593.29804,2.994469785,N,N,,17-Sep-97,"$162,959.89",$0.00,P I F,"$44,164.11","$169,580.30","$98,426.41"
1057950031,REYNOLDS H20 PLUS,WEST READING,PA,483763.1831,WELLS FARGO BANK NATL ASSOC,PA,2621874.948,01-Dec-97,2035.255707,-18.9524314,14.34485977,1.141546719,-2.369187677,0.853432234,23595.99685,2.994806239,0,N,,28-Feb-98,"$162,964.36",$0.00,P I F,"$44,168.03","$169,585.91","$98,427.74"
1057956899,"Full Power Fitness, Inc.",North Haven (Town of),CT,483817.9653,BANK OF AMERICA NATL ASSOC,RI,2622163.962,04-Dec-97,2035.260204,-18.96484982,14.34558265,1.141537134,-2.369561169,0.853435823,23598.69567,2.995142693,0,N,,30-Sep-98,"$162,968.83",$0.00,P I F,"$44,171.95","$169,591.52","$98,429.07"
1057963768,REYNOLDS H20 PLUS,WEST READING,PA,483872.7474,WELLS FARGO BANK NATL ASSOC,PA,2622452.976,04-Dec-97,2035.264701,-18.97726824,14.34630554,1.141527549,-2.36993466,0.853439412,23601.39449,2.995479147,0,N,,28-Feb-98,"$162,973.30",$0.00,P I F,"$44,175.86","$169,597.14","$98,430.40"
1057970636,ANGELO'S TOWING INC,SAN DIEGO,CA,483927.5296,FIRST NATL BK OF SOUTHERN CALI,CA,2622741.99,07-Feb-06,2035.269198,-18.98968666,14.34702843,1.141517964,-2.370308152,0.853443001,23604.0933,2.9958156,0,N,07-Jul-11,28-Feb-06,"$162,977.77",$0.00,CHGOFF,"$44,179.78","$169,602.75","$98,431.73"
1057977504,MILDRED L. HILLARD & FLOYD HIL,RICHMOND HILL,GA,483982.3117,SOUTH STATE BANK,GA,2623031.004,28-Feb-97,2035.273695,-19.00210509,14.34775132,1.141508378,-2.370681643,0.85344659,23606.79212,2.996152054,N,Y,,31-May-98,"$162,982.24",$0.00,P I F,"$44,183.70","$169,608.36","$98,433.05"
1057984372,REYNOLDS H20 PLUS,WEST READING,PA,484037.0939,WELLS FARGO BANK NATL ASSOC,PA,2623320.018,04-Dec-97,2035.278192,-19.01452351,14.3484742,1.141498793,-2.371055135,0.853450179,23609.49094,2.996488508,0,N,,28-Feb-98,"$162,986.71",$0.00,P I F,"$44,187.61","$169,613.97","$98,434.38"
1057991240,Physical Therapy and Rehabilit,Lowell,MA,484091.876,BANK OF AMERICA NATL ASSOC,RI,2623609.032,08-Dec-97,2035.282689,-19.02694193,14.34919709,1.141489208,-2.371428626,0.853453767,23612.18975,2.996824962,0,N,,30-Apr-99,"$162,991.18",$0.00,P I F,"$44,191.53","$169,619.58","$98,435.71"
1057998109,"FINLAY CIGARS, INC",MEDFORD,NJ,484146.6582,NEWTEK SMALL BUS. FINANCE INC.,NY,2623898.046,28-Feb-97,2035.287186,-19.03936035,14.34991998,1.141479623,-2.371802118,0.853457356,23614.88857,2.997161415,N,Y,,03-Jul-97,"$162,995.65",$0.00,P I F,"$44,195.45","$169,625.20","$98,437.04"
1058004977,Blackstone Electronics,Blackstone,MA,484201.4404,BANK OF AMERICA NATL ASSOC,RI,2624187.06,09-Dec-97,2035.291683,-19.05177877,14.35064287,1.141470038,-2.372175609,0.853460945,23617.58739,2.997497869,0,N,,30-Apr-98,"$163,000.12",$0.00,P I F,"$44,199.36","$169,630.81","$98,438.37"
1058011845,ANIMAL ALLERGY & EARS CLINIC O,BEAVERTON,OR,484256.2225,WELLS FARGO BANK NATL ASSOC,SD,2624476.074,07-Feb-06,2035.29618,-19.06419719,14.35136575,1.141460452,-2.372549101,0.853464534,23620.28621,2.997834323,0,N,,31-Mar-06,"$163,004.59",$0.00,P I F,"$44,203.28","$169,636.42","$98,439.70"
1058018713,MERGNER GROUP INC,HAWLEY,MN,484311.0047,WELLS FARGO BANK NATL ASSOC,SD,2624765.088,07-Feb-06,2035.300677,-19.07661561,14.35208864,1.141450867,-2.372922592,0.853468123,23622.98502,2.998170777,Y,N,,31-Mar-06,"$163,009.06",$0.00,P I F,"$44,207.20","$169,642.03","$98,441.03"
1058025581,G.C. MANAGEMENT CORP.,SOUTHWEST HARBOR,ME,484365.7868,FIRST NATL ASSOC,ME,2625054.102,28-Feb-97,2035.305174,-19.08903403,14.35281153,1.141441282,-2.373296084,0.853471712,23625.68384,2.99850723,N,N,,31-May-97,"$163,013.53",$0.00,P I F,"$44,211.12","$169,647.64","$98,442.36"
1058032450,New England Media Production,Braintree (Town of),MA,484420.569,BANK OF AMERICA NATL ASSOC,RI,2625343.116,15-Jan-98,2035.309671,-19.10145245,14.35353442,1.141431697,-2.373669575,0.853475301,23628.38266,2.998843684,0,N,,31-Aug-00,"$163,018.00",$0.00,P I F,"$44,215.03","$169,653.26","$98,443.68"
1058039318,"DRS Formalwear, Inc.",Lancaster,PA,484475.3511,SANTANDER BANK NATL ASSOC,PA,2625632.13,15-Jan-98,2035.314168,-19.11387087,14.3542573,1.141422112,-2.374043067,0.85347889,23631.08147,2.999180138,0,N,,31-Mar-98,"$163,022.47",$0.00,P I F,"$44,218.95","$169,658.87","$98,445.01"
1058046186,THE CHOCOLATE SAVANT LLC,DOVER,NH,484530.1333,BANK OF NEW HAMPSHIRE,NH,2625921.144,07-Feb-06,2035.318665,-19.12628929,14.35498019,1.141412526,-2.374416558,0.853482479,23633.78029,2.999516592,Y,N,,31-Mar-06,"$163,026.94",$0.00,P I F,"$44,222.87","$169,664.48","$98,446.34"
1058053054,OLDE VILLAGE MONOGRAMMING,GREAT BARRINGTON,MA,484584.9155,BERKSHIRE BANK,MA,2626210.158,28-Feb-97,2035.323162,-19.13870771,14.35570308,1.141402941,-2.37479005,0.853486068,23636.47911,2.999853045,N,Y,,31-May-97,"$163,031.41",$0.00,P I F,"$44,226.78","$169,670.09","$98,447.67"
1058059922,"Domain Technology Group, Inc.",Reading,PA,484639.6976,WELLS FARGO BANK NATL ASSOC,PA,2626499.172,15-Jan-98,2035.327659,-19.15112614,14.35642597,1.141393356,-2.375163541,0.853489657,23639.17792,3.000189499,0,N,,31-Aug-00,"$163,035.88",$0.00,P I F,"$44,230.70","$169,675.70","$98,449.00"
1058066791,"Integrity Data, Inc.",Reading,PA,484694.4798,WELLS FARGO BANK NATL ASSOC,PA,2626788.186,20-Jan-98,2035.332156,-19.16354456,14.35714885,1.141383771,-2.375537033,0.853493246,23641.87674,3.000525953,0,N,,30-Nov-98,"$163,040.35",$0.00,P I F,"$44,234.62","$169,681.32","$98,450.33"
1058073659,HUTCHESON LAW OFFICE,SPRINGFIELD,MO,484749.2619,EMPIRE BANK,MO,2627077.2,28-Feb-97,2035.336653,-19.17596298,14.35787174,1.141374186,-2.375910524,0.853496835,23644.57556,3.000862407,N,Y,,31-Mar-97,"$163,044.82",$0.00,P I F,"$44,238.53","$169,686.93","$98,451.66"
1058080527,COLUMBO YOGURT,BOSTON,MA,484804.0441,BANK OF AMERICA NATL ASSOC,RI,2627366.214,22-Jan-98,2035.34115,-19.1883814,14.35859463,1.1413646,-2.376284015,0.853500424,23647.27437,3.00119886,0,N,,31-May-99,"$163,049.29",$0.00,P I F,"$44,242.45","$169,692.54","$98,452.98"
1058087395,"LOCK PROPERTIES, INC.",CONWAY,AR,484858.8262,BANK OF AMERICA NATL ASSOC,AR,2627655.228,28-Feb-97,2035.345647,-19.20079982,14.35931752,1.141355015,-2.376657507,0.853504012,23649.97319,3.001535314,N,N,,30-Sep-97,"$163,053.76",$0.00,P I F,"$44,246.37","$169,698.15","$98,454.31"
1058094263,"Compumaster Consulting, Inc.",Acton,MA,484913.6084,BANK OF AMERICA NATL ASSOC,RI,2627944.242,30-Jan-98,2035.350144,-19.21321824,14.3600404,1.14134543,-2.377030998,0.853507601,23652.67201,3.001871768,0,N,,28-Feb-98,"$163,058.23",$0.00,P I F,"$44,250.28","$169,703.76","$98,455.64"
1058101132,"Biomedical Research Models, In",Rutland (census name for Rutla,MA,484968.3905,BANK OF AMERICA NATL ASSOC,RI,2628233.256,05-Feb-98,2035.354641,-19.22563666,14.36076329,1.141335845,-2.37740449,0.85351119,23655.37082,3.002208222,Y,N,,30-Apr-98,"$163,062.70",$0.00,P I F,"$44,254.20","$169,709.38","$98,456.97"
1058108000,A Carat & Under,Springfield,MA,485023.1727,BANK OF AMERICA NATL ASSOC,RI,2628522.27,05-Feb-98,2035.359138,-19.23805508,14.36148618,1.14132626,-2.377777981,0.853514779,23658.06964,3.002544675,0,N,,31-Jan-01,"$163,067.17",$0.00,P I F,"$44,258.12","$169,714.99","$98,458.30"
1058114868,"FORMSERVICE, INC.",NASHVILLE,TN,485077.9549,RENASANT BANK,TN,2628811.284,28-Feb-97,2035.363635,-19.2504735,14.36220907,1.141316674,-2.378151473,0.853518368,23660.76846,3.002881129,N,N,,30-Sep-97,"$163,071.64",$0.00,P I F,"$44,262.04","$169,720.60","$98,459.63"
1058121736,MICHAEL J REILLY ASSOCIATES,TORRINGTON,CT,485132.737,SANTANDER BANK NATL ASSOC,DE,2629100.298,09-Feb-98,2035.368132,-19.26289192,14.36293195,1.141307089,-2.378524964,0.853521957,23663.46728,3.003217583,Y,N,,28-Feb-98,"$163,076.11",$0.00,P I F,"$44,265.95","$169,726.21","$98,460.96"
1058128604,ABSA TRANSPORTATION,TOLLESON,AZ,485187.5192,WELLS FARGO BANK NATL ASSOC,SD,2629389.312,07-Feb-06,2035.372629,-19.27531034,14.36365484,1.141297504,-2.378898456,0.853525546,23666.16609,3.003554037,Y,N,26-Jul-10,28-Feb-06,"$163,080.58",$0.00,CHGOFF,"$44,269.87","$169,731.82","$98,462.29"
1058135473,BIG O TIRES OF SOUTH OGDEN,OGDEN,UT,485242.3013,UTAH CERT. DEVEL CO,UT,2629678.326,28-Feb-97,2035.377126,-19.28772877,14.36437773,1.141287919,-2.379271947,0.853529135,23668.86491,3.00389049,N,N,,12-Nov-97,"$163,085.05",$0.00,P I F,"$44,273.79","$169,737.44","$98,463.61"
1058142341,Restaurant Services of America,Braintree (Town of),MA,485297.0835,BANK OF AMERICA NATL ASSOC,RI,2629967.34,10-Feb-98,2035.381623,-19.30014719,14.36510062,1.141278334,-2.379645439,0.853532724,23671.56373,3.004226944,0,N,,29-Feb-00,"$163,089.52",$0.00,P I F,"$44,277.70","$169,743.05","$98,464.94"
1058149209,Evening Star Designs,Haverhill,MA,485351.8656,BANK OF AMERICA NATL ASSOC,RI,2630256.354,11-Feb-98,2035.38612,-19.31256561,14.3658235,1.141268748,-2.38001893,0.853536313,23674.26254,3.004563398,0,N,,31-Mar-98,"$163,093.99",$0.00,P I F,"$44,281.62","$169,748.66","$98,466.27"
1058156077,"FORO MARBLE CO., INC.",BROOKLYN,NY,485406.6478,HSBC BK USA NATL ASSOC,NY,2630545.368,28-Feb-97,2035.390617,-19.32498403,14.36654639,1.141259163,-2.380392422,0.853539902,23676.96136,3.004899852,N,N,,12-Jun-97,"$163,098.46",$0.00,P I F,"$44,285.54","$169,754.27","$98,467.60"
1058162945,"TERMINE & WINER, LTD",BOSTON,MA,485461.43,BANK OF AMERICA NATL ASSOC,RI,2630834.382,11-Feb-98,2035.395114,-19.33740245,14.36726928,1.141249578,-2.380765913,0.853543491,23679.66018,3.005236305,0,N,,30-Apr-00,"$163,102.93",$0.00,P I F,"$44,289.45","$169,759.88","$98,468.93"
1058169813,Wasatch Work Wear Inc.,Murray,UT,485516.2121,JPMORGAN CHASE BANK NATL ASSOC,IL,2631123.396,13-Feb-98,2035.399611,-19.34982087,14.36799217,1.141239993,-2.381139405,0.85354708,23682.35899,3.005572759,0,N,,31-May-98,"$163,107.40",$0.00,P I F,"$44,293.37","$169,765.50","$98,470.26"
1058176682,"J.F. HYC ENTERPRISES,INC.",COLO. SPRINGS,CO,485570.9943,ROCKY MOUNTAIN BANK AND TRUST,CO,2631412.41,28-Feb-97,2035.404108,-19.36223929,14.36871505,1.141230408,-2.381512896,0.853550669,23685.05781,3.005909213,N,N,,30-Nov-97,"$163,111.87",$0.00,P I F,"$44,297.29","$169,771.11","$98,471.59"
1058183550,N/A,Logan,UT,485625.7764,JPMORGAN CHASE BANK NATL ASSOC,IL,2631701.424,17-Feb-98,2035.408605,-19.37465771,14.36943794,1.141220822,-2.381886388,0.853554257,23687.75663,3.006245667,0,N,,31-Mar-00,"$163,116.34",$0.00,P I F,"$44,301.20","$169,776.72","$98,472.91"
1058190418,"Royal Paper Converting, Inc.",Phoenix,AZ,485680.5586,JPMORGAN CHASE BANK NATL ASSOC,IL,2631990.438,23-Feb-98,2035.413102,-19.38707613,14.37016083,1.141211237,-2.382259879,0.853557846,23690.45544,3.00658212,0,N,,31-May-98,"$163,120.81",$0.00,P I F,"$44,305.12","$169,782.33","$98,474.24"
1058197286,BoMar Painting Corp.,Bridgewater (census name for B,MA,485735.3407,BANK OF AMERICA NATL ASSOC,RI,2632279.452,24-Feb-98,2035.417599,-19.39949455,14.37088372,1.141201652,-2.382633371,0.853561435,23693.15426,3.006918574,0,N,,31-Mar-99,"$163,125.28",$0.00,P I F,"$44,309.04","$169,787.94","$98,475.57"
1058204154,"ADVANTAGE CREDIT BUREAU, INC.",FARGO,ND,485790.1229,ALERUS FINANCIAL NATL ASSOC,ND,2632568.466,28-Feb-97,2035.422096,-19.41191297,14.3716066,1.141192067,-2.383006862,0.853565024,23695.85308,3.007255028,N,Y,,30-Apr-97,"$163,129.75",$0.00,P I F,"$44,312.96","$169,793.55","$98,476.90"
1058211023,"Fiesta Del Sol, Inc.",Denver,CO,485844.9051,JPMORGAN CHASE BANK NATL ASSOC,IL,2632857.48,25-Feb-98,2035.426593,-19.4243314,14.37232949,1.141182482,-2.383380354,0.853568613,23698.5519,3.007591482,0,N,,31-May-98,"$163,134.22",$0.00,P I F,"$44,316.87","$169,799.17","$98,478.23"
1058217891,"Global Neckwear Marketing, Inc",Quincy,MA,485899.6872,BANK OF AMERICA NATL ASSOC,RI,2633146.494,02-Mar-98,2035.43109,-19.43674982,14.37305238,1.141172896,-2.383753845,0.853572202,23701.25071,3.007927935,0,N,,31-Dec-02,"$163,138.69",$0.00,P I F,"$44,320.79","$169,804.78","$98,479.56"
1058224759,INKMARKS INC,LAKEVILLE,MN,485954.4694,MERCHANTS BANK NATL ASSOC,MN,2633435.508,28-Feb-97,2035.435587,-19.44916824,14.37377527,1.141163311,-2.384127337,0.853575791,23703.94953,3.008264389,N,Y,,30-Apr-97,"$163,143.16",$0.00,P I F,"$44,324.71","$169,810.39","$98,480.89"
1058231627,"The Telecommunications Bank, I",Rochester,NY,486009.2515,KEYBANK NATIONAL ASSOCIATION,OH,2633724.522,05-Mar-98,2035.440084,-19.46158666,14.37449815,1.141153726,-2.384500828,0.85357938,23706.64835,3.008600843,0,N,,30-Jun-98,"$163,147.63",$0.00,P I F,"$44,328.62","$169,816.00","$98,482.22"
1058238495,Kinteco Custom Screen Printing,Temple,PA,486064.0337,WELLS FARGO BANK NATL ASSOC,PA,2634013.536,06-Mar-98,2035.444581,-19.47400508,14.37522104,1.141144141,-2.38487432,0.853582969,23709.34716,3.008937297,0,N,,31-May-98,"$163,152.10",$0.00,P I F,"$44,332.54","$169,821.61","$98,483.54"
1058245364,HISTORICAL ARTS & CASTING,WEST JORDAN,UT,486118.8158,MOUNTAIN W. SMALL BUS. FINAN,UT,2634302.55,28-Feb-97,2035.449078,-19.4864235,14.37594393,1.141134556,-2.385247811,0.853586558,23712.04598,3.00927375,N,N,,12-Nov-97,"$163,156.57",$0.00,P I F,"$44,336.46","$169,827.23","$98,484.87"
1058252232,Lincoln Chiropractic Center,Lincoln (census name for Linco,ME,486173.598,KEYBANK NATIONAL ASSOCIATION,OH,2634591.564,06-Mar-98,2035.453575,-19.49884192,14.37666682,1.14112497,-2.385621303,0.853590147,23714.7448,3.009610204,0,N,,30-Apr-98,"$163,161.04",$0.00,P I F,"$44,340.37","$169,832.84","$98,486.20"
1058259100,"OAK PORK, INC.",BURT,IA,486228.3801,U.S. BANK NATIONAL ASSOCIATION,IA,2634880.578,28-Feb-97,2035.458072,-19.51126034,14.3773897,1.141115385,-2.385994794,0.853593736,23717.44361,3.009946658,N,N,,30-Jun-97,"$163,165.52",$0.00,P I F,"$44,344.29","$169,838.45","$98,487.53"
1058265968,Steamboat Yesterdays,York,ME,486283.1623,KEYBANK NATIONAL ASSOCIATION,OH,2635169.592,06-Mar-98,2035.462569,-19.52367876,14.37811259,1.1411058,-2.386368286,0.853597325,23720.14243,3.010283112,0,N,,30-Apr-98,"$163,169.99",$0.00,P I F,"$44,348.21","$169,844.06","$98,488.86"
1058272836,Fern Cleaners,Boston,MA,486337.9445,BANK OF AMERICA NATL ASSOC,RI,2635458.606,09-Mar-98,2035.467066,-19.53609718,14.37883548,1.141096215,-2.386741777,0.853600914,23722.84125,3.010619565,0,N,,30-Apr-98,"$163,174.46",$0.00,P I F,"$44,352.12","$169,849.67","$98,490.19"
1058279705,"MAINELAND RE CONSULTANTS, LLC",PORTLAND,ME,486392.7266,"COASTAL ENTERPRISES, INC.",ME,2635747.62,03-Mar-97,2035.471563,-19.5485156,14.37955837,1.14108663,-2.387115269,0.853604502,23725.54006,3.010956019,N,N,,13-Aug-97,"$163,178.93",$0.00,P I F,"$44,356.04","$169,855.29","$98,491.52"
1058286573,The Dancing Elephant,Portland,ME,486447.5088,KEYBANK NATIONAL ASSOCIATION,OH,2636036.634,10-Mar-98,2035.47606,-19.56093403,14.38028125,1.141077044,-2.38748876,0.853608091,23728.23888,3.011292473,0,N,,30-Jun-98,"$163,183.40",$0.00,P I F,"$44,359.96","$169,860.90","$98,492.85"
1058293441,RICCARDO'S PIZZERIA & COCKTAIL,SCHAUMBURG,IL,486502.2909,NORTH COMMUNITY BANK,IL,2636325.648,28-Feb-97,2035.480558,-19.57335245,14.38100414,1.141067459,-2.387862252,0.85361168,23730.9377,3.011628927,N,N,,31-May-97,"$163,187.87",$0.00,P I F,"$44,363.88","$169,866.51","$98,494.17"
1058300309,"Kingston Window Cleaning Co.,",Kingston,NY,486557.0731,KEYBANK NATIONAL ASSOCIATION,OH,2636614.662,10-Mar-98,2035.485055,-19.58577087,14.38172703,1.141057874,-2.388235743,0.853615269,23733.63651,3.01196538,0,N,,31-May-98,"$163,192.34",$0.00,P I F,"$44,367.79","$169,872.12","$98,495.50"
1058307177,"M B AUTO, INC.",HASBROUCK HEIGHTS,NJ,486611.8552,JPMORGAN CHASE BANK NATL ASSOC,IL,2636903.676,28-Feb-97,2035.489552,-19.59818929,14.38244992,1.141048289,-2.388609235,0.853618858,23736.33533,3.012301834,0,N,,31-Jul-97,"$163,196.81",$0.00,P I F,"$44,371.71","$169,877.73","$98,496.83"
1058314046,Johnny Macaroni's,East Bridgewater,MA,486666.6374,BANK OF AMERICA NATL ASSOC,RI,2637192.69,10-Mar-98,2035.494049,-19.61060771,14.3831728,1.141038704,-2.388982726,0.853622447,23739.03415,3.012638288,0,N,,31-Dec-02,"$163,201.28",$0.00,P I F,"$44,375.63","$169,883.35","$98,498.16"
1058320914,"Ravi Ramaswami, M.D., P.C.",Saugerties,NY,486721.4196,KEYBANK NATIONAL ASSOCIATION,OH,2637481.704,12-Mar-98,2035.498546,-19.62302613,14.38389569,1.141029118,-2.389356218,0.853626036,23741.73297,3.012974742,0,N,,30-Apr-98,"$163,205.75",$0.00,P I F,"$44,379.54","$169,888.96","$98,499.49"
1058327782,"LVM GROUP, INC.",NEW YORK,NY,486776.2017,JPMORGAN CHASE BANK NATL ASSOC,IL,2637770.718,28-Feb-97,2035.503043,-19.63544455,14.38461858,1.141019533,-2.389729709,0.853629625,23744.43178,3.013311195,Y,N,,31-Jul-99,"$163,210.22",$0.00,P I F,"$44,383.46","$169,894.57","$98,500.82"
1058334650,"Kingston Window Cleaning Co.,",Kingston,NY,486830.9839,KEYBANK NATIONAL ASSOCIATION,OH,2638059.732,13-Mar-98,2035.50754,-19.64786297,14.38534147,1.141009948,-2.390103201,0.853633214,23747.1306,3.013647649,0,N,,31-May-98,"$163,214.69",$0.00,P I F,"$44,387.38","$169,900.18","$98,502.15"
1058341518,A LA CARTE CATERING/BOONIE MAE,BATESVILLE,MS,486885.766,FIRST SECURITY BANK,MS,2638348.745,28-Feb-97,2035.512037,-19.66028139,14.38606435,1.141000363,-2.390476692,0.853636803,23749.82942,3.013984103,N,Y,,30-Jun-97,"$163,219.16",$0.00,P I F,"$44,391.29","$169,905.79","$98,503.47"
1058348386,F & M Communications,Scotia,NY,486940.5482,KEYBANK NATIONAL ASSOCIATION,OH,2638637.759,26-Mar-98,2035.516534,-19.67269981,14.38678724,1.140990778,-2.390850184,0.853640392,23752.52823,3.014320557,0,N,,30-Jun-98,"$163,223.63",$0.00,P I F,"$44,395.21","$169,911.41","$98,504.80"
1058355255,"J.B. KRUPA ENTERPRISES,INC.",COLO. SPRINGS,CO,486995.3303,ROCKY MOUNTAIN BANK AND TRUST,CO,2638926.773,28-Feb-97,2035.521031,-19.68511823,14.38751013,1.140981192,-2.391223675,0.853643981,23755.22705,3.01465701,N,N,,30-Sep-97,"$163,228.10",$0.00,P I F,"$44,399.13","$169,917.02","$98,506.13"
1058362123,"Americam, Inc.",Pound Ridge,NY,487050.1125,KEYBANK NATIONAL ASSOCIATION,OH,2639215.787,26-Mar-98,2035.525528,-19.69753666,14.38823302,1.140971607,-2.391597167,0.85364757,23757.92587,3.014993464,0,N,,31-May-98,"$163,232.57",$0.00,P I F,"$44,403.04","$169,922.63","$98,507.46"
1058368991,"Omega Auto Sales, Inc.",Milton,VT,487104.8946,KEYBANK NATIONAL ASSOCIATION,OH,2639504.801,26-Mar-98,2035.530025,-19.70995508,14.3889559,1.140962022,-2.391970658,0.853651159,23760.62468,3.015329918,0,N,,30-Apr-98,"$163,237.04",$0.00,P I F,"$44,406.96","$169,928.24","$98,508.79"
1058375859,"COASTAL ENTERPRISES, INC.",JACKSONVILLE,NC,487159.6768,"PNC BANK, NATIONAL ASSOCIATION",DE,2639793.815,28-Feb-97,2035.534522,-19.7223735,14.38967879,1.140952437,-2.39234415,0.853654747,23763.3235,3.015666372,N,N,,31-Aug-97,"$163,241.51",$0.00,P I F,"$44,410.88","$169,933.85","$98,510.12"
